ADC_Value,mV_Value
15021,2816.44
15019,2816.06
14999,2812.31
14980,2808.75
15016,2815.50
15011,2814.56
15016,2815.50
15021,2816.44
15019,2816.06
14999,2812.31
14980,2808.75
15145,2839.69
15108,2832.75
15112,2833.50
15116,2834.25
15118,2834.62
15121,2835.19
15120,2835.00
15125,2835.94
15113,2833.69
15124,2835.75
15127,2836.31
15130,2836.87
15131,2837.06
15132,2837.25
15129,2836.69
15133,2837.44
15135,2837.81
15140,2838.75
15139,2838.56
15139,2838.56
15135,2837.81
15142,2839.12
15101,2831.44
15128,2836.50
15136,2838.00
15128,2836.50
15125,2835.94
15132,2837.25
15132,2837.25
15131,2837.06
15139,2838.56
15134,2837.62
15108,2832.75
15129,2836.69
15119,2834.81
15132,2837.25
15047,2821.31
15118,2834.62
15115,2834.06
15122,2835.37
15126,2836.13
15125,2835.94
15134,2837.62
15139,2838.56
15150,2840.62
15159,2842.31
15160,2842.50
15156,2841.75
15148,2840.25
15152,2841.00
15152,2841.00
15156,2841.75
15127,2836.31
15118,2834.62
15147,2840.06
15154,2841.37
15168,2844.00
15165,2843.44
15171,2844.56
15161,2842.69
15158,2842.12
15171,2844.56
15179,2846.06
15174,2845.12
15159,2842.31
15159,2842.31
15171,2844.56
15181,2846.44
15181,2846.44
15193,2848.69
15188,2847.75
15183,2846.81
15184,2847.00
15191,2848.31
15195,2849.06
15205,2850.94
15190,2848.12
15173,2844.94
15178,2845.87
15170,2844.38
15174,2845.12
15171,2844.56
15190,2848.12
15193,2848.69
15214,2852.63
15222,2854.12
15217,2853.19
15213,2852.44
15216,2853.00
15224,2854.50
15226,2854.87
15211,2852.06
15196,2849.25
15213,2852.44
15224,2854.50
15237,2856.94
15241,2857.69
15249,2859.19
15224,2854.50
15241,2857.69
15245,2858.44
15194,2848.87
15205,2850.94
15231,2855.81
15248,2859.00
15249,2859.19
15259,2861.06
15258,2860.88
15256,2860.50
15243,2858.06
15241,2857.69
15249,2859.19
15261,2861.44
15258,2860.88
15262,2861.62
15255,2860.31
15250,2859.37
15265,2862.19
15271,2863.31
15269,2862.94
15266,2862.37
15267,2862.56
15253,2859.94
15267,2862.56
15272,2863.50
15275,2864.06
15270,2863.12
15269,2862.94
15282,2865.37
15285,2865.94
15292,2867.25
15292,2867.25
15281,2865.19
15280,2865.00
15281,2865.19
15290,2866.87
15300,2868.75
15292,2867.25
15277,2864.44
15290,2866.87
15306,2869.87
15307,2870.06
15293,2867.44
15297,2868.19
15297,2868.19
15306,2869.87
15307,2870.06
15314,2871.37
15289,2866.69
15292,2867.25
15303,2869.31
15309,2870.44
15319,2872.31
15304,2869.50
15306,2869.87
15307,2870.06
15310,2870.62
15314,2871.37
15304,2869.50
15303,2869.31
15306,2869.87
15310,2870.62
15316,2871.75
15321,2872.69
15324,2873.25
15304,2869.50
15312,2871.00
15316,2871.75
15227,2855.06
15311,2870.81
15294,2867.62
15296,2868.00
15299,2868.56
15318,2872.12
15319,2872.31
15322,2872.87
15316,2871.75
15316,2871.75
15315,2871.56
15322,2872.87
15320,2872.50
15300,2868.75
15305,2869.69
15305,2869.69
15326,2873.62
15314,2871.37
15320,2872.50
15321,2872.69
15312,2871.00
15304,2869.50
15317,2871.94
15260,2861.25
15314,2871.37
15286,2866.12
15296,2868.00
15302,2869.13
15322,2872.87
15319,2872.31
15308,2870.25
15307,2870.06
15280,2865.00
15296,2868.00
15295,2867.81
15280,2865.00
