ADC_Value,mV_Value
69,1887.94
10076,1889.25
10078,1889.63
10088,1891.50
10080,1890.00
10057,1885.69
10063,1886.81
10069,1887.94
10076,1889.25
10078,1889.63
10088,1891.50
10080,1890.00
10057,1885.69
10063,1886.81
10069,1887.94
10076,1889.25
10078,1889.63
10088,1891.50
10080,1890.00
1011521,2160.19
11481,2152.69
11498,2155.87
11540,2163.75
11577,2170.69
11623,2179.31
11668,2187.75
11707,2195.06
11741,2201.44
11774,2207.62
11803,2213.06
11851,2222.06
11898,2230.87
11937,2238.19
11960,2242.50
11982,2246.62
12001,2250.19
12026,2254.87
12044,2258.25
12057,2260.69
12076,2264.25
12096,2268.00
12078,2264.62
12113,2271.19
12132,2274.75
12140,2276.25
12157,2279.44
12180,2283.75
12202,2287.87
12178,2283.37
12164,2280.75
12221,2291.44
12250,2296.87
12264,2299.50
12272,2301.00
12285,2303.44
12296,2305.50
12315,2309.06
12326,2311.12
12337,2313.19
12338,2313.37
12372,2319.75
12391,2323.31
12413,2327.44
12417,2328.19
12429,2330.44
12444,2333.25
12462,2336.62
12477,2339.44
12478,2339.62
12477,2339.44
12470,2338.12
12505,2344.69
12524,2348.25
12536,2350.50
12514,2346.37
12532,2349.75
12568,2356.50
12576,2358.00
12592,2361.00
12600,2362.50
12606,2363.62
12623,2366.81
12617,2365.69
12626,2367.38
12636,2369.25
12653,2372.44
12678,2377.12
12687,2378.81
12685,2378.44
12682,2377.87
12697,2380.69
12704,2382.00
12640,2370.00
12694,2380.12
12704,2382.00
12715,2384.06
12721,2385.19
12747,2390.06
12762,2392.87
12784,2397.00
12816,2403.00
12845,2408.44
12856,2410.50
12859,2411.06
12870,2413.12
12895,2417.81
12918,2422.12
12931,2424.56
12931,2424.56
12924,2423.25
12928,2424.00
12943,2426.81
12956,2429.25
12908,2420.25
12918,2422.12
12965,2430.94
12977,2433.19
12985,2434.69
12983,2434.31
12989,2435.44
13003,2438.06
13016,2440.50
13007,2438.81
13013,2439.94
13023,2441.81
13024,2442.00
13037,2444.44
13044,2445.75
13043,2445.56
13051,2447.06
13054,2447.62
13063,2449.31
13072,2451.00
13070,2450.62
13073,2451.19
13081,2452.69
13087,2453.81
13106,2457.37
13105,2457.19
13108,2457.75
13121,2460.19
13120,2460.00
13130,2461.87
13123,2460.56
13122,2460.37
13136,2463.00
13136,2463.00
13142,2464.12
13145,2464.69
13140,2463.75
13163,2468.06
13178,2470.87
13172,2469.75
13177,2470.69
13108,2457.75
13180,2471.25
13189,2472.94
13191,2473.31
13192,2473.50
13211,2477.06
13226,2479.87
13222,2479.12
13238,2482.12
13249,2484.19
13247,2483.81
13251,2484.56
13259,2486.06
13272,2488.50
13275,2489.06
13269,2487.94
13283,2490.56
13295,2492.81
13298,2493.37
13282,2490.37
13302,2494.13
13307,2495.06
13258,2485.88
13320,2497.50
13329,2499.19
13349,2502.94
13365,2505.94
13374,2507.62
13368,2506.50
13390,2510.63
13403,2513.06
13412,2514.75
13422,2516.62
13415,2515.31
13424,2517.00
13450,2521.87
13472,2526.00
13485,2528.44
13493,2529.94
13480,2527.50
13499,2531.06
13521,2535.19
13528,2536.50
13530,2536.87
13534,2537.62
13551,2540.81
13567,2543.81
13586,2547.37
13586,2547.37
13588,2547.75
13602,2550.37
13620,2553.75
13648,2559.00
13589,2547.94
13614,2552.62
13657,2560.69
13671,2563.31
13682,2565.37
13683,2565.56
13696,2568.00
13700,2568.75
13722,2572.87
13731,2574.56
13747,2577.56
13749,2577.94
13726,2573.62
13704,2569.50
13770,2581.87
13779,2583.56
13789,2585.44
13793,2586.19
13806,2588.62
13823,2591.81
13838,2594.62
13837,2594.44
13839,2594.81
13859,2598.56
13873,2601.19
13881,2602.69
13883,2603.06
13887,2603.81
13896,2605.50
13908,2607.75
13921,2610.19
13923,2610.56
13935,2612.81
13950,2615.62
13956,2616.75
13964,2618.25
13965,2618.44
13963,2618.06
13984,2622.00
13989,2622.94
13922,2610.37
13976,2620.50
14001,2625.19
14019,2628.56
14029,2630.44
14040,2632.50
14040,2632.50
14053,2634.94
14066,2637.37
14080,2640.00
14083,2640.56
14085,2640.94
14088,2641.50
14105,2644.69
14111,2645.81
14119,2647.31
14113,2646.19
14117,2646.94
14136,2650.50
14068,2637.75
14126,2648.63
14136,2650.50
14144,2652.00
14158,2654.62
14172,2657.25
14176,2658.00
14179,2658.56
14186,2659.87
14203,2663.06
14222,2666.62
14221,2666.44
14217,2665.69
14217,2665.69
14225,2667.19
14233,2668.69
14238,2669.62
14251,2672.06
14246,2671.12
14239,2669.81
14258,2673.38
14264,2674.50
14262,2674.12
14268,2675.25
14292,2679.75
14298,2680.87
14297,2680.69
14287,2678.81
14299,2681.06
14307,2682.56
14313,2683.69
14235,2669.06
14257,2673.19
14314,2683.87
14332,2687.25
14336,2688.00
14352,2691.00
14351,2690.81
14338,2688.37
14359,2692.31
14377,2695.69
14388,2697.75
14397,2699.44
14388,2697.75
14398,2699.62
14402,2700.37
14416,2703.00
14413,2702.44
14403,2700.56
14430,2705.62
14434,2706.37
14366,2693.62
14422,2704.12
14436,2706.75
14452,2709.75
14443,2708.06
14456,2710.50
14450,2709.37
14457,2710.69
14467,2712.56
14476,2714.25
14489,2716.69
14485,2715.94
14481,2715.19
14491,2717.06
14502,2719.12
14501,2718.94
14505,2719.69
14505,2719.69
14511,2720.81
14520,2722.50
14521,2722.69
14526,2723.62
14511,2720.81
14527,2723.81
14537,2725.69
14542,2726.62
14551,2728.31
14529,2724.19
14488,2716.50
14547,2727.56
14553,2728.69
14563,2730.56
14561,2730.19
14553,2728.69
14576,2733.00
14591,2735.81
14583,2734.31
14579,2733.56
14587,2735.06
14600,2737.50
14595,2736.56
14592,2736.00
14604,2738.25
14625,2742.19
14619,2741.06
14607,2738.81
14612,2739.75
14545,2727.19
14633,2743.69
14643,2745.56
14651,2747.06
14650,2746.87
14649,2746.69
14664,2749.50
14664,2749.50
14679,2752.31
14671,2750.81
14669,2750.44
14676,2751.75
14691,2754.56
14697,2755.69
14694,2755.12
14690,2754.37
14697,2755.69
14713,2758.69
14715,2759.06
14718,2759.62
14713,2758.69
14715,2759.06
14723,2760.56
14726,2761.12
14723,2760.56
14725,2760.94
14734,2762.62
14747,2765.06
14744,2764.50
14661,2748.94
14703,2756.81
14741,2763.94
14748,2765.25
14758,2767.13
14753,2766.19
14750,2765.62
14756,2766.75
14765,2768.44
14766,2768.62
14775,2770.31
14775,2770.31
14772,2769.75
14777,2770.69
14781,2771.44
14759,2767.31
14765,2768.44
14787,2772.56
14796,2774.25
14800,2775.00
14797,2774.44
14795,2774.06
14783,2771.81
14748,2765.25
14769,2769.19
14781,2771.44
14798,2774.62
14809,2776.69
14813,2777.44
14819,2778.56
14828,2780.25
14826,2779.87
14822,2779.12
14829,2780.44
14838,2782.12
14842,2782.87
14843,2783.06
14849,2784.19
14850,2784.37
14853,2784.94
14864,2787.00
14855,2785.31
14860,2786.25
14866,2787.37
14873,2788.69
14869,2787.94
14859,2786.06
14861,2786.44
14875,2789.06
14878,2789.62
14887,2791.31
14809,2776.69
14844,2783.25
14887,2791.31
14889,2791.69
14893,2792.44
14888,2791.50
14891,2792.06
14901,2793.94
14914,2796.37
14912,2796.00
14905,2794.69
14909,2795.44
14919,2797.31
14932,2799.75
14922,2797.87
14925,2798.44
14924,2798.25
14936,2800.50
14934,2800.12
14941,2801.44
14860,2786.25
14928,2799.00
14933,2799.94
14947,2802.56
14960,2805.00
14957,2804.44
14946,2802.37
14960,2805.00
14969,2806.69
14966,2806.12
14948,2802.75
14962,2805.37
14973,2807.44
14978,2808.37
14986,2809.87
14974,2807.62
14984,2809.50
14998,2812.12
15004,2813.25
14998,2812.12
14994,2811.38
14991,2810.81
15004,2813.25
14996,2811.75
14986,2809.87
14996,2811.75
14996,2811.75
14963,2805.56
15005,2813.44
14999,2812.31
15006,2813.62
15014,2815.12
15022,2816.62
15037,2819.44
15039,2819.81
15021,2816.44
15030,2818.12
15038,2819.63
15040,2820.00
15046,2821.12
15043,2820.56
15045,2820.94
15049,2821.69
15060,2823.75
15059,2823.56
15057,2823.19
15056,2823.00
15063,2824.31
15074,2826.37
15069,2825.44
15054,2822.62
15002,2812.87
15055,2822.81
15051,2822.06
15072,2826.00
15077,2826.94
15055,2822.81
15058,2823.37
15080,2827.50
15082,2827.88
15083,2828.06
15089,2829.19
15091,2829.56
15096,2830.50
15090,2829.37
15093,2829.94
15093,2829.94
15108,2832.75
15116,2834.25
15113,2833.69
15110,2833.12
15111,2833.31
15117,2834.44
15100,2831.25
15100,2831.25
15116,2834.25
15131,2837.06
15135,2837.81
15092,2829.75
15100,2831.25
15119,2834.81
15143,2839.31
15147,2840.06
15145,2839.69
15155,2841.56
15141,2838.94
15150,2840.62
15164,2843.25
15147,2840.06
15152,2841.00
15154,2841.37
15165,2843.44
15173,2844.94
15183,2846.81
15168,2844.00
15174,2845.12
15184,2847.00
15188,2847.75
15188,2847.75
15182,2846.62
15114,2833.87
15182,2846.62
15191,2848.31
15189,2847.94
15170,2844.38
15182,2846.62
15197,2849.44
15198,2849.62
15207,2851.31
15201,2850.19
15200,2850.00
15207,2851.31
15212,2852.25
15222,2854.12
15211,2852.06
15210,2851.87
15219,2853.56
15224,2854.50
15232,2856.00
15225,2854.69
15221,2853.94
15232,2856.00
15232,2856.00
15242,2857.87
15230,2855.62
15226,2854.87
15239,2857.31
15242,2857.87
15237,2856.94
15168,2844.00
15241,2857.69
15248,2859.00
15246,2858.62
15253,2859.94
15241,2857.69
15254,2860.12
15260,2861.25
15266,2862.37
15261,2861.44
15259,2861.06
15272,2863.50
15279,2864.81
15279,2864.81
15269,2862.94
15270,2863.12
15286,2866.12
15294,2867.62
15294,2867.62
15285,2865.94
15255,2860.31
15228,2855.25
15274,2863.87
15283,2865.56
15274,2863.87
15273,2863.69
15285,2865.94
15304,2869.50
15305,2869.69
15296,2868.00
15295,2867.81
15301,2868.94
15313,2871.19
15308,2870.25
15296,2868.00
15311,2870.81
15313,2871.19
15317,2871.94
15320,2872.50
15299,2868.56
15299,2868.56
15325,2873.44
15330,2874.37
15332,2874.75
15327,2873.81
15327,2873.81
15332,2874.75
15338,2875.87
15339,2876.06
15327,2873.81
15330,2874.37
15341,2876.44
15287,2866.31
15289,2866.69
