ADC_Value,mV_Value
7120,1335.00
7131,1337.06
7128,1323.38
7086,1328.63
7077,1326.94
7090,1329.38
7074,1326.38
7078,1327.13
7120,1335.00
7131,1337.06
9444,1770.75
9484,1778.25
9506,1782.38
9534,1787.63
9557,1791.94
9566,1793.63
9582,1796.63
9593,1798.69
9604,1800.75
9612,1802.25
9623,1804.31
9640,1807.50
9649,1809.19
9653,1809.94
9670,1813.13
9682,1815.38
9700,1818.75
9710,1820.63
9723,1823.06
9737,1825.69
9750,1828.13
9729,1824.19
9726,1823.63
9783,1834.31
9816,1840.50
9842,1845.38
9871,1850.81
9884,1853.25
9919,1859.81
9950,1865.63
9983,1871.81
10032,1881.00
10069,1887.94
10128,1899.00
10189,1910.44
10242,1920.38
10296,1930.50
10315,1934.06
10363,1943.06
10411,1952.06
10471,1963.31
10513,1971.19
10551,1978.31
10588,1985.25
10636,1994.25
10710,2008.13
10745,2014.69
10771,2019.56
10814,2027.63
10850,2034.38
10882,2040.38
10927,2048.81
10960,2055.00
10991,2060.81
11053,2072.44
11086,2078.62
11124,2085.75
11165,2093.44
11209,2101.69
11224,2104.50
11247,2108.81
11290,2116.87
11317,2121.94
11335,2125.31
11364,2130.75
11399,2137.31
11415,2140.31
11450,2146.87
11476,2151.75
11492,2154.75
11529,2161.69
11554,2166.37
11580,2171.25
11586,2172.37
11609,2176.69
11642,2182.87
11638,2182.12
11654,2185.12
11690,2191.87
11725,2198.44
11767,2206.31
11813,2214.94
11840,2220.00
11873,2226.19
11882,2227.87
11926,2236.12
11985,2247.19
12015,2252.81
12042,2257.87
12069,2262.94
12080,2265.00
12114,2271.37
12161,2280.19
12177,2283.19
12209,2289.19
12244,2295.75
12267,2300.06
12302,2306.63
12338,2313.37
12345,2314.69
12369,2319.19
12394,2323.87
12391,2323.31
12385,2322.19
12441,2332.69
12463,2336.81
12489,2341.69
12513,2346.19
12537,2350.69
12557,2354.44
12579,2358.56
12601,2362.69
12620,2366.25
12649,2371.69
12666,2374.87
12690,2379.37
12726,2386.12
12758,2392.13
12770,2394.37
12785,2397.19
12812,2402.25
12838,2407.12
12857,2410.69
12873,2413.69
12883,2415.56
12903,2419.31
12927,2423.81
12954,2428.87
12973,2432.44
12982,2434.12
13022,2441.62
13051,2447.06
13070,2450.62
13091,2454.56
13110,2458.12
13121,2460.19
13123,2460.56
13167,2468.81
13189,2472.94
13200,2475.00
13213,2477.44
13223,2479.31
13236,2481.75
13256,2485.50
13274,2488.87
13272,2488.50
13278,2489.62
13300,2493.75
13315,2496.56
13333,2499.94
13339,2501.06
13355,2504.06
13379,2508.56
13402,2512.87
13399,2512.31
13423,2516.81
13428,2517.75
13416,2515.50
13478,2527.12
13499,2531.06
13522,2535.37
13539,2538.56
13561,2542.69
13591,2548.31
13625,2554.69
13643,2558.06
13657,2560.69
13686,2566.12
13724,2573.25
13744,2577.00
13765,2580.94
13779,2583.56
13794,2586.37
13817,2590.69
13838,2594.62
13857,2598.19
13870,2600.62
13884,2603.25
13909,2607.94
13932,2612.25
13955,2616.56
13983,2621.81
13992,2623.50
14007,2626.31
14032,2631.00
14058,2635.87
14079,2639.81
14085,2640.94
14110,2645.62
14132,2649.75
14146,2652.37
14100,2643.75
14174,2657.62
14201,2662.69
14230,2668.12
14250,2671.87
14273,2676.19
14273,2676.19
14313,2683.69
14327,2686.31
14347,2690.06
14365,2693.44
14360,2692.50
14373,2694.94
14417,2703.19
14439,2707.31
14458,2710.87
14468,2712.75
14498,2718.37
14527,2723.81
14541,2726.44
14566,2731.12
14579,2733.56
14548,2727.75
14585,2734.69
14617,2740.69
14632,2743.50
14640,2745.00
14659,2748.56
14677,2751.94
14685,2753.44
14714,2758.88
14727,2761.31
14725,2760.94
14723,2760.56
14745,2764.69
14763,2768.06
14766,2768.62
14761,2767.69
14773,2769.94
14791,2773.31
14808,2776.50
14790,2773.12
14803,2775.56
14808,2776.50
14834,2781.37
14854,2785.12
14855,2785.31
14853,2784.94
14858,2785.87
14874,2788.87
14894,2792.62
14905,2794.69
14824,2779.50
14895,2792.81
14903,2794.31
14909,2795.44
14922,2797.87
14935,2800.31
14953,2803.69
14966,2806.12
14971,2807.06
14980,2808.75
14980,2808.75
14988,2810.25
15019,2816.06
15029,2817.94
15051,2822.06
15068,2825.25
14984,2809.50
15065,2824.69
15080,2827.50
15092,2829.75
15093,2829.94
15096,2830.50
15110,2833.12
15116,2834.25
15122,2835.37
15121,2835.19
15125,2835.94
15128,2836.50
15144,2839.50
15155,2841.56
15160,2842.50
15159,2842.31
15170,2844.38
15173,2844.94
15183,2846.81
15186,2847.37
15198,2849.62
15198,2849.62
15187,2847.56
15213,2852.44
15226,2854.87
15227,2855.06
15228,2855.25
15248,2859.00
15259,2861.06
15257,2860.69
15243,2858.06
15259,2861.06
15286,2866.12
15238,2857.12
15252,2859.75
15273,2863.69
15277,2864.44
15303,2869.31
15314,2871.37
15326,2873.62
15339,2876.06
15336,2875.50
15338,2875.87
15354,2878.87
15362,2880.37
15366,2881.12
15358,2879.62
15367,2881.31
15377,2883.19
15379,2883.56
15366,2881.12
15320,2872.50
15381,2883.94
15398,2887.12
15406,2888.62
15407,2888.81
15395,2886.56
15420,2891.25
15436,2894.25
15444,2895.75
15450,2896.88
15450,2896.88
15449,2896.69
15462,2899.12
15479,2902.31
15489,2904.19
15495,2905.31
15499,2906.06
15513,2908.69
15515,2909.06
15523,2910.56
15524,2910.75
15527,2911.31
15537,2913.19
15543,2914.31
15553,2916.19
15552,2916.00
15540,2913.75
15560,2917.50
15571,2919.56
15587,2922.56
15595,2924.06
15588,2922.75
15609,2926.69
15617,2928.19
15629,2930.44
15595,2924.06
15573,2919.94
15616,2928.00
15621,2928.94
15626,2929.88
15637,2931.94
15632,2931.00
15630,2930.62
15629,2930.44
15641,2932.69
15604,2925.75
15612,2927.25
15630,2930.62
15652,2934.75
15662,2936.62
15668,2937.75
15662,2936.62
15600,2925.00
15667,2937.56
15668,2937.75
15676,2939.25
15664,2937.00
15680,2940.00
15702,2944.12
15711,2945.81
15719,2947.31
15717,2946.94
15718,2947.12
15715,2946.56
15711,2945.81
15712,2946.00
15694,2942.62
15698,2943.37
15707,2945.06
15714,2946.38
15726,2948.62
15723,2948.06
15711,2945.81
15718,2947.12
15726,2948.62
15727,2948.81
15731,2949.56
15722,2947.87
15713,2946.19
15731,2949.56
15741,2951.44
15748,2952.75
15737,2950.69
15768,2956.50
15778,2958.37
15785,2959.69
15700,2943.75
15767,2956.31
15792,2961.00
15801,2962.69
15807,2963.81
15821,2966.44
15816,2965.50
15825,2967.19
15837,2969.44
15845,2970.94
15855,2972.81
15845,2970.94
15857,2973.19
15861,2973.94
15872,2976.00
15882,2977.87
15877,2976.94
15875,2976.56
15888,2979.00
15816,2965.50
15890,2979.38
15890,2979.38
15899,2981.06
15914,2983.87
15929,2986.69
15934,2987.62
15914,2983.87
15935,2987.81
15943,2989.31
15951,2990.81
15941,2988.94
15928,2986.50
15940,2988.75
15966,2993.62
15970,2994.37
15978,2995.87
15988,2997.75
15971,2994.56
15986,2997.37
15999,2999.81
16006,3001.12
16006,3001.12
15996,2999.25
16006,3001.12
16017,3003.19
16034,3006.37
16040,3007.50
16018,3003.37
16032,3006.00
16039,3007.31
16049,3009.19
16049,3009.19
16029,3005.44
16037,3006.94
16051,3009.56
16062,3011.62
15977,2995.69
16030,3005.62
16045,3008.44
16060,3011.25
16067,3012.56
16072,3013.50
16093,3017.44
16090,3016.87
16089,3016.69
16102,3019.12
16114,3021.37
16110,3020.62
16094,3017.62
16094,3017.62
16101,3018.94
16039,3007.31
16093,3017.44
16108,3020.25
16119,3022.31
16129,3024.19
16134,3025.12
16120,3022.50
16126,3023.63
16132,3024.75
16148,3027.75
16151,3028.31
16147,3027.56
16123,3023.06
16131,3024.56
16143,3026.81
16154,3028.87
16158,3029.62
16145,3027.19
16155,3029.06
16167,3031.31
16163,3030.56
16165,3030.94
16159,3029.81
16158,3029.62
16176,3033.00
16178,3033.37
16183,3034.31
16165,3030.94
16177,3033.19
16186,3034.87
16190,3035.62
16189,3035.44
16106,3019.87
16169,3031.69
16182,3034.12
16196,3036.75
16197,3036.94
16204,3038.25
16206,3038.62
16215,3040.31
16210,3039.37
16218,3040.87
16218,3040.87
16210,3039.37
16222,3041.62
16223,3041.81
16228,3042.75
16227,3042.56
16128,3024.00
16217,3040.69
16221,3041.44
16224,3042.00
16229,3042.94
16228,3042.75
16233,3043.69
16241,3045.19
16244,3045.75
16243,3045.56
16226,3042.37
16232,3043.50
16220,3041.25
16236,3044.25
16238,3044.62
16238,3044.62
16240,3045.00
16248,3046.50
16258,3048.38
16241,3045.19
16240,3045.00
16244,3045.75
16247,3046.31
16251,3047.06
16227,3042.56
16230,3043.12
16244,3045.75
16250,3046.87
16260,3048.75
16269,3050.44
16267,3050.06
16240,3045.00
16254,3047.62
16259,3048.56
16274,3051.37
16264,3049.50
16249,3046.69
16208,3039.00
16272,3051.00
16274,3051.37
16276,3051.75
16272,3051.00
16272,3051.00
16278,3052.12
16282,3052.87
16289,3054.19
16279,3052.31
16280,3052.50
16263,3049.31
16284,3053.25
16291,3054.56
16294,3055.12
16284,3053.25
16226,3042.37
16299,3056.06
16298,3055.87
16293,3054.94
16293,3054.94
16297,3055.69
16308,3057.75
16308,3057.75
16302,3056.63
16300,3056.25
16301,3056.44
16300,3056.25
16308,3057.75
16310,3058.12
16296,3055.50
16311,3058.31
16323,3060.56
16335,3062.81
16331,3062.06
16321,3060.19
16324,3060.75
16327,3061.31
16327,3061.31
16337,3063.19
16330,3061.87
16328,3061.50
16337,3063.19
16339,3063.56
16336,3063.00
16312,3058.50
16326,3061.12
16334,3062.62
16258,3048.38
16303,3056.81
16304,3057.00
16323,3060.56
16325,3060.94
16338,3063.37
16338,3063.37
16319,3059.81
16329,3061.69
16332,3062.25
16330,3061.87
16319,3059.81
16317,3059.44
16326,3061.12
16323,3060.56
16331,3062.06
16334,3062.62
16316,3059.25
16321,3060.19
16334,3062.62
16336,3063.00
16283,3053.06
16278,3052.12
16313,3058.69
16326,3061.12
16332,3062.25
16341,3063.94
16336,3063.00
16329,3061.69
16334,3062.62
16338,3063.37
16339,3063.56
16340,3063.75
16346,3064.88
16342,3064.12
16349,3065.44
16352,3066.00
16345,3064.69
16344,3064.50
16353,3066.19
16358,3067.12
16363,3068.06
16357,3066.94
16357,3066.94
16355,3066.56
16366,3068.62
16367,3068.81
16338,3063.37
16351,3065.81
16359,3067.31
16358,3067.12
16349,3065.44
16332,3062.25
16325,3060.94
16292,3054.75
16359,3067.31
16356,3066.75
16364,3068.25
16360,3067.50
16357,3066.94
16357,3066.94
16367,3068.81
16368,3069.00
16375,3070.31
16367,3068.81
16368,3069.00
16374,3070.12
16378,3070.87
16370,3069.37
16365,3068.44
16365,3068.44
16367,3068.81
16377,3070.69
16377,3070.69
16367,3068.81
16343,3064.31
16307,3057.56
16369,3069.19
16366,3068.62
16348,3065.25
16370,3069.37
16382,3071.62
16375,3070.31
16377,3070.69
16370,3069.37
16368,3069.00
16373,3069.94
16376,3070.50
16383,3071.81
16381,3071.44
16374,3070.12
16387,3072.56
16397,3074.44
16398,3074.62
16397,3074.44
16394,3073.87
16393,3073.69
16405,3075.94
16404,3075.75
16384,3072.00
16388,3072.75
16364,3068.25
16338,3063.37
16403,3075.56
16395,3074.06
16398,3074.62
16403,3075.56
16405,3075.94
16418,3078.37
16421,3078.94
16389,3072.94
16398,3074.62
16407,3076.31
16408,3076.50
16421,3078.94
16411,3077.06
16416,3078.00
16414,3077.62
16425,3079.69
16421,3078.94
16413,3077.44
16409,3076.69
16417,3078.19
16413,3077.44
16424,3079.50
16419,3078.56
16413,3077.44
16416,3078.00
