ADC_Value,mV_Value
9593,1798.69
9587,1797.56
9531,1787.06
9521,1785.19
9546,1789.88
9519,1784.81
9583,1796.81
9572,1794.75
9521,1785.19
9556,1791.75
9590,1798.13
9624,1804.50
9630,1805.63
9583,1796.81
9582,1796.63
9535,1787.81
9537,1788.19
9553,1791.19
9545,1789.69
9782,1834.13
9774,1832.63
9796,1836.75
9809,1839.19
9811,1839.56
9817,1840.69
9805,1838.44
9825,1842.19
9827,1842.56
9823,1841.81
9848,1846.50
9853,1847.44
9850,1846.88
9838,1844.63
9840,1845.00
9848,1846.50
9852,1847.25
9833,1843.69
9831,1843.31
9822,1841.63
9812,1839.75
9823,1841.81
9837,1844.44
9835,1844.06
9842,1845.38
9859,1848.56
9868,1850.25
9882,1852.88
9896,1855.50
9913,1858.69
9899,1856.06
9892,1854.75
9926,1861.13
9944,1864.50
9935,1862.81
9897,1855.69
9927,1861.31
9935,1862.81
9933,1862.44
9955,1866.56
9928,1861.50
9941,1863.94
9917,1859.44
9925,1860.94
9862,1849.13
9866,1849.88
9867,1850.06
9874,1851.38
9896,1855.50
9827,1842.56
9769,1831.69
9705,1819.69
9872,1851.00
9903,1856.81
9900,1856.25
9862,1849.13
9843,1845.56
9675,1814.06
9845,1845.94
9923,1860.56
9838,1844.63
9891,1854.56
9867,1850.06
9844,1845.75
9896,1855.50
9928,1861.50
9929,1861.69
9881,1852.69
9911,1858.31
9720,1822.50
9567,1793.81
9603,1800.56
9975,1870.31
10031,1880.81
10043,1883.06
10062,1886.63
10097,1893.19
10099,1893.56
10096,1893.00
10109,1895.44
10159,1904.81
10125,1898.44
10095,1892.81
10087,1891.31
10106,1894.88
10108,1895.25
10159,1904.81
10113,1896.19
10105,1894.69
10192,1911.00
10194,1911.38
10194,1911.38
10205,1913.44
10232,1918.50
10233,1918.69
10144,1902.00
10129,1899.19
10151,1903.31
10170,1906.88
10178,1908.38
10133,1899.94
10231,1918.31
10218,1915.88
10225,1917.19
10198,1912.13
10243,1920.56
10260,1923.75
10256,1923.00
10261,1923.94
10264,1924.50
10274,1926.38
10271,1925.81
10267,1925.06
10275,1926.56
10322,1935.38
10324,1935.75
10319,1934.81
10298,1930.88
10312,1933.50
10300,1931.25
10335,1937.81
10352,1941.00
10329,1936.69
10380,1946.25
10411,1952.06
10416,1953.00
10382,1946.63
10418,1953.38
10373,1944.94
10363,1943.06
10454,1960.13
10434,1956.38
10450,1959.38
10447,1958.81
10432,1956.00
10471,1963.31
10479,1964.81
10479,1964.81
10484,1965.75
10488,1966.50
10503,1969.31
10503,1969.31
10504,1969.50
10516,1971.75
10513,1971.19
10524,1973.25
10529,1974.19
10535,1975.31
10535,1975.31
10551,1978.31
10557,1979.44
10566,1981.13
10565,1980.94
10555,1979.06
10570,1981.88
10558,1979.63
10556,1979.25
10569,1981.69
10584,1984.50
10579,1983.56
10597,1986.94
10620,1991.25
10580,1983.75
10620,1991.25
10624,1992.00
10636,1994.25
10616,1990.50
10621,1991.44
10625,1992.19
10635,1994.06
10637,1994.44
10641,1995.19
10640,1995.00
10635,1994.06
10641,1995.19
10653,1997.44
10657,1998.19
10655,1997.81
10657,1998.19
10661,1998.94
10648,1996.50
10664,1999.50
10627,1992.56
10632,1993.50
10628,1992.75
10634,1993.88
10641,1995.19
10655,1997.81
10651,1997.06
10663,1999.31
10664,1999.50
10619,1991.06
10673,2001.19
10666,1999.88
10673,2001.19
10677,2001.94
10689,2004.19
10695,2005.31
10690,2004.38
10685,2003.44
10691,2004.56
10712,2008.50
10727,2011.31
10756,2016.75
10750,2015.63
10779,2021.06
10779,2021.06
10782,2021.63
10764,2018.25
10776,2020.50
10775,2020.31
10785,2022.19
10785,2022.19
10795,2024.06
10801,2025.19
10803,2025.56
10794,2023.88
10798,2024.63
10814,2027.63
10819,2028.56
10827,2030.06
10824,2029.50
10769,2019.19
10816,2028.00
10807,2026.31
10774,2020.12
10779,2021.06
10775,2020.31
10783,2021.81
10816,2028.00
10882,2040.38
10887,2041.31
10901,2043.94
10900,2043.75
10898,2043.38
10887,2041.31
10887,2041.31
10896,2043.00
10912,2046.00
10914,2046.38
10914,2046.38
10928,2049.00
10916,2046.75
10926,2048.62
10922,2047.87
10931,2049.56
10920,2047.50
10930,2049.37
10931,2049.56
10914,2046.38
10918,2047.13
10924,2048.25
10931,2049.56
10935,2050.31
10880,2040.00
10922,2047.87
10948,2052.75
10959,2054.81
10958,2054.62
