ADC_raw,ADC_smooth,ADC_corrected,is_stable
15021.0,15000.261407799613,15172.173530355958,False
15019.0,15007.596396531979,15179.164350674797,False
14999.0,15014.672817839268,15185.89660356856,False
14980.0,15021.49549134616,15192.375108661927,False
15016.0,15028.06923667734,15198.60468557958,False
15011.0,15034.398873457487,15204.590153946201,False
15016.0,15040.489221311283,15210.33633338647,False
15021.0,15046.345099863409,15215.84804352507,False
15019.0,15051.971328738548,15221.130103986683,False
14999.0,15057.37272756138,15226.187334395989,False
14980.0,15062.55411595659,15231.024554377673,False
15145.0,15067.520313548854,15235.64658355641,False
15108.0,15072.276139962856,15240.058241556886,False
15112.0,15076.826414823277,15244.264348003782,False
15116.0,15081.175957754802,15248.26972252178,False
15118.0,15085.32958838211,15252.079184735561,False
15121.0,15089.292126329881,15255.697554269807,False
15120.0,15093.068391222798,15259.129650749197,False
15125.0,15096.663202685544,15262.380293798416,False
15113.0,15100.081380342797,15265.454303042145,False
15124.0,15103.327743819244,15268.356498105064,False
15127.0,15106.40711273956,15271.091698611854,False
15130.0,15109.324306728431,15273.6647241872,True
15131.0,15112.084145410538,15276.08039445578,True
15132.0,15114.69144841056,15278.343529042275,True
15129.0,15117.151035353181,15280.458947571371,True
15133.0,15119.467725863084,15282.431469667747,True
15135.0,15121.646339564946,15284.265914956084,True
15140.0,15123.691696083451,15285.967103061063,True
15139.0,15125.608615043282,15287.539853607366,True
15139.0,15127.401916069119,15288.988986219678,True
15135.0,15129.076418785644,15290.319320522676,True
15142.0,15130.636942817537,15291.535676141042,True
15101.0,15132.088307789481,15292.642872699462,True
15128.0,15133.435333326157,15293.64572982261,True
15136.0,15134.682839052248,15294.549067135174,True
15128.0,15135.835644592433,15295.357704261834,True
15125.0,15136.898569571396,15296.076460827271,True
15132.0,15137.876433613817,15296.710156456165,True
15132.0,15138.774056344379,15297.263610773201,True
15131.0,15139.59625738776,15297.741643403057,True
15139.0,15140.347856368646,15298.149073970415,True
15134.0,15141.033672911717,15298.490722099961,True
15108.0,15141.658526641653,15298.77140741637,True
15129.0,15142.227237183137,15298.995949544329,True
15119.0,15142.74462416085,15299.169168108516,True
15132.0,15143.215507199475,15299.295882733613,True
15047.0,15143.64470592369,15299.380913044304,True
15118.0,15144.03703995818,15299.429078665267,True
15115.0,15144.397328927627,15299.445199221187,True
15122.0,15144.730392454556,15299.43409433459,True
15126.0,15145.541522111214,15299.901055577722,True
15125.0,15146.492990073539,15300.50835512652,True
15134.0,15147.273368111348,15300.944564750804,True
