ADC_raw,ADC_smooth,ADC_corrected,is_stable
225.0,7981.4523325372065,10335.02392122595,False
9233.0,8161.301377126242,10510.161110782574,False
9220.0,8335.829184695911,10679.977063319833,False
9810.0,8505.125204057673,10844.561227649187,False
9789.0,8669.278884022979,11004.003052582082,False
9749.0,8828.379673403291,11158.391986929984,False
9668.0,8982.517021010062,11307.817479504345,False
9604.0,9131.780375654751,11452.368979116625,False
9475.0,9276.259186148813,11592.135934578277,False
10366.0,9416.042901303706,11727.20779470076,False
10373.0,9551.220969930886,11857.67400829553,False
10397.0,9681.882840841809,11983.624024174043,False
10481.0,9808.117962847931,12105.147291147756,False
10509.0,9930.01578476071,12222.333258028124,False
10529.0,10047.665755391603,12335.271373626607,False
10538.0,10161.157323552066,12444.05108675466,False
10540.0,10270.579938053554,12548.761846223739,False
10553.0,10376.023047707527,12649.493100845302,False
10557.0,10477.576101325438,12746.334299430802,False
10560.0,10575.328547718746,12839.3748907917,False
10601.0,10669.369835698906,12928.704323739452,False
10613.0,10759.789414077377,13014.412047085512,False
10612.0,10846.676731665613,13096.587509641338,False
10592.0,10930.121237275072,13175.320160218387,False
10577.0,11010.21237971721,13250.699447628116,False
10489.0,11087.039607803485,13322.81482068198,False
10520.0,11160.692370345352,13391.755728191438,False
10491.0,11231.260116154268,13457.611618967943,False
11456.0,11298.83229404169,13520.471941822954,False
11458.0,11363.498352819073,13580.42614556793,False
11481.0,11425.347741297875,13637.563679014322,False
11507.0,11484.469908289555,13691.97399097359,False
11560.0,11540.954302605565,13743.74653025719,False
11577.0,11594.890373057364,13792.970745676581,False
11625.0,11646.36756845641,13839.736086043216,False
11665.0,11695.475337614156,13884.132000168553,False
11696.0,11742.30312934206,13926.247936864047,False
11714.0,11786.940392451581,13966.173344941157,False
11756.0,11829.476575754172,14003.99767321134,False
11792.0,11870.001128061293,14039.81037048605,False
11800.0,11908.603498184399,14073.700885576745,False
11863.0,11945.373134934945,14105.758667294882,False
11877.0,11980.39948712439,14136.073164451918,False
11889.0,12013.77200356419,14164.733825859308,False
11920.0,12045.580133065801,14191.830100328509,False
11929.0,12075.91332444068,14217.451436670977,False
11973.0,12104.861026500284,14241.687283698173,False
12001.0,12132.51268805607,14264.627090221547,False
12017.0,12158.957757919492,14286.36030505256,False
12025.0,12184.28568490201,14306.976377002668,False
12036.0,12208.585917813336,14326.564754881583,False
12046.0,12117.387198912333,14230.654180948171,False
12070.0,12151.868152832962,14260.42327983639,False
12057.0,12184.601321295437,14288.444593266455,False
12061.0,12225.020404951367,14324.151821889975,False
12084.0,12263.742524736159,14358.162086642358,False
12096.0,12300.5735932799,14390.281300153689,False
12081.0,12334.784662930551,14419.78051477193,False
12126.0,12366.623931323402,14446.90792813237,False
12204.0,12395.020337954353,14470.59247973091,False
12262.0,12435.291276698706,14506.151563442856,False
12366.0,12474.984319789419,14541.132751501158,False
12472.0,12513.982225405221,14575.41880208455,False
12526.0,12552.781473291165,14609.506194938083,False
12568.0,12591.35929029616,14643.372156910671,False
12613.0,12629.490942296306,14676.791953878406,False
12657.0,12666.912161117214,14709.501317666904,False
12689.0,12703.66231186044,14741.53961337772,False
12736.0,12739.900958055148,14773.066404540019,False
12764.0,12775.355244260461,14803.808835712922,False
12734.0,12809.796760256717,14833.538496676767,False
12811.0,12843.741907198591,14862.771788586231,False
12862.0,12875.811898663755,14890.129925018984,False
12882.0,12906.733689871999,14916.33986119482,False
12901.0,12935.781336384216,14940.675652674627,False
12957.0,12962.705871556176,14962.888332814176,False
12992.0,12986.465404791048,14981.936011016638,False
13031.0,13008.78529794541,14999.54404913859,False
13023.0,13028.779405123112,15014.826301283883,False
13065.0,13061.79329389063,15043.128335018991,False
13095.0,13094.160402446138,15070.783588542088,False
13139.0,13125.922126191328,15097.83345725487,False
13154.0,13157.33038546385,15124.529861494982,False
13190.0,13189.049839933567,15151.537460932288,False
13225.0,13220.22372916714,15177.999495133452,False
13271.0,13251.313001201135,15204.376912135036,False
13302.0,13282.101389748728,15230.45344565022,False
13348.0,13312.807485601028,15256.44768647011,False
13372.0,13343.283356489083,15282.211702325754,False
13406.0,13370.142024880188,15304.35851568445,False
13439.0,13396.469244009866,15325.973879781719,False
13464.0,13422.48347358816,15347.276254327602,False
13500.0,13444.787237945175,15364.868163652207,False
13529.0,13460.310583483608,15375.67965415823,False
13539.0,13476.142761847072,15386.799977489285,False
13566.0,13492.634245946938,15398.579606556741,False
13592.0,13509.272797180702,15410.506302758095,False
13631.0,13526.69904077593,15423.220691320912,False
13638.0,13544.822915299304,15436.632710811877,False
13668.0,13563.095007557067,15450.192948037231,False
13701.0,13580.92888414861,15463.314969596364,False
13724.0,13598.702970295084,15476.377200710427,False
13741.0,13616.347775552305,15489.310150935238,False
13746.0,13635.24167562192,15503.492195972445,False
13739.0,13652.953562344574,15516.492227662688,False
13774.0,13669.894695292816,15528.72150557852,False
13795.0,13686.583374840384,15540.698330093677,False
13812.0,13702.760832391958,15552.163932612842,False
13815.0,13718.289843545499,15562.981088733974,False
13807.0,13733.822224938976,15573.80161509504,False
13818.0,13749.907646102447,15585.1751812261,False
13821.0,13766.159860644288,15596.715540735531,False
13845.0,13783.545262291249,15609.389087350084,False
13898.0,13802.19334166229,15623.325311688715,False
13898.0,13820.899915232261,15637.320030226276,False
13901.0,13839.764342451685,15651.472602413289,False
13906.0,13858.894698205702,15665.891103134898,False
13895.0,13878.50599914162,15680.790549038406,False
13877.0,13898.250932858293,15695.823627722668,False
13861.0,13918.371102156769,15711.231941988734,False
13852.0,13938.570062829534,15726.71904762909,False
13841.0,13957.817037041512,15741.254166808658,False
13892.0,13977.87632063978,15756.601595374515,False
13877.0,13998.435323141963,15772.448742844288,False
13884.0,14018.905860486957,15788.207425156872,False
13906.0,14039.274670183462,15803.864379820969,False
13915.0,14060.017483299718,15819.895337904814,False
13918.0,14081.233653460422,15836.399653033108,False
13914.0,14102.691143869652,15853.145288409927,False
13911.0,14123.69161867441,15869.433908182276,False
13907.0,14145.088610800807,15886.119045276264,False
13918.0,14166.402640262006,15902.721219705052,False
13913.0,14187.584251627017,15919.190976037653,False
13888.0,14207.77636695505,15934.671236333275,False
13882.0,14227.651997236522,15949.83501158234,False
13874.0,14247.355183089088,15964.826342402495,False
13872.0,14267.07499293415,15979.834297215146,False
13844.0,14286.86542925933,15994.912878507916,False
13808.0,14306.804502778328,16010.140096994506,False
14032.0,14326.430076986233,16025.05381617,False
14054.0,14346.184961212519,16040.096845363876,False
14031.0,14366.311841861741,16055.511870980688,False
14303.0,14387.67871155842,16072.166885644956,False
14768.0,14398.291163094835,16078.067482148963,False
14773.0,14409.388640803765,16084.453104825483,False
14770.0,14420.685714200423,16091.03832318973,False
14776.0,14432.584944900193,16098.22569885709,False
14771.0,14444.976367537598,16105.905266462087,False
14753.0,14458.060096298828,16114.277140190907,False
14756.0,14471.183659140544,16122.688848000213,False
14788.0,14484.76214320254,16131.555477029799,False
14795.0,14498.952863245417,16141.034342040266,False
14802.0,14513.845574846673,16151.215198609112,False
14723.0,14529.25605375864,16161.913822488668,False
14764.0,14544.97398768795,16172.919901385569,False
14792.0,14560.854243674714,16184.088302339922,False
14802.0,14578.017803720035,16196.540007352834,False
14816.0,14595.531201661768,16209.341550262157,False
14807.0,14613.538783973396,16222.637277541375,False
14810.0,14632.959376518082,16237.34601505365,False
14810.0,14685.801685991742,16285.476469494903,False
14818.0,14730.896090577828,16325.859019048577,False
14810.0,14770.511329771643,16360.762403209983,False
14800.0,14806.68277798442,16392.221996390348,False
14823.0,14843.381906149656,16424.209269523177,False
14829.0,14876.211760008824,16452.327268349934,False
14831.0,14906.837080793328,16478.24073410203,False
14817.0,14933.190475356081,16499.88227363237,False
14813.0,14955.97350123148,16517.95344447536,False
14807.0,14976.058103866495,16533.326192077966,False
14801.0,14991.872830970273,16544.429064149335,False
14802.0,15002.57550706313,16550.41988520978,False
14789.0,15011.943224417386,16555.075747531628,False
14772.0,15015.823614398125,16554.24428247996,False
14762.0,15014.853340671723,16548.562153721145,False
14749.0,15008.984179969251,16537.981137986262,False
14740.0,15003.568615111792,16527.85371809639,False
14702.0,14993.983775074397,16513.557023026588,False
14681.0,14980.918211236456,16495.77960415624,False
14656.0,14963.175010702813,16473.324548590186,False
14619.0,14941.95151747971,16447.38920033467,False
14600.0,14921.998214382415,16422.724042204965,False
14598.0,14885.55038319153,16381.564355981673,False
14626.0,14811.607904477652,16302.910022235385,False
14631.0,14739.763544313488,16226.35380703881,False
14626.0,14669.815979654119,16151.69438734703,False
14620.0,14601.963134175408,16079.129686835911,False
14595.0,14536.151966650898,16008.60666427899,False
14579.0,14471.487525449504,15939.230368045186,False
14572.0,14407.792554010626,15870.823541573898,False
14544.0,14349.163696950169,15807.482829481032,False
14496.0,14293.467376832725,15747.074654331178,False
14374.0,14283.994951920335,15732.890374386378,False
15101.0,14275.708094108339,15719.891661541971,False
15101.0,14268.3286144128,15707.800326814022,False
15100.0,14208.387158131256,15643.14701550007,False
15087.0,14152.162144367754,15582.210146704158,False
15079.0,14098.970669880506,15524.306817184499,False
15070.0,14048.384460774167,15469.00875304575,False
15072.0,14000.218550008338,15416.130987247512,False
15068.0,13954.962866187536,15366.1634483943,False
15056.0,13912.901333820711,15319.390060995065,False
15026.0,13873.503132835573,15275.280004977516,False
14999.0,13836.662492460857,15233.727509570392,False
14970.0,13801.280245498307,15193.633407575431,False
14933.0,13769.24590517107,15156.887212215785,False
14856.0,13740.095601791227,15123.02505380353,False
14823.0,13713.465748514638,15091.683345494532,False
14772.0,13689.601621325219,15063.107363272704,False
14635.0,13668.440913021383,15037.234799936457,False
12205.0,13650.160679172765,15014.242711055429,False
12459.0,13635.56232904649,14994.932505896744,False
12574.0,13623.26005610075,14977.918377918595,False
12583.0,13602.14898674139,14952.095453526825,False
12349.0,13583.888493701801,14929.123105454826,False
12352.0,13568.890841509392,14909.413598230007,False
12244.0,13557.181325897638,14892.992227585843,False
12277.0,13548.42460071056,14879.523647366355,False
12250.0,13542.213778657482,14868.600970280868,False
12153.0,13538.860730731327,14860.536067322302,False
12161.0,13538.243146642828,14855.206628201393,False
12239.0,13540.524764124963,14852.776390651119,False
12058.0,13545.079863324201,14852.619634817947,False
12223.0,13551.923104929916,14854.751021391252,False
12296.0,13560.826212716422,14858.942274145347,False
12406.0,13572.1336298659,14865.537836262416,False
12169.0,13585.661746755255,14874.354098119362,False
12226.0,13601.52292025125,14885.503416582946,False
12238.0,13619.040757471857,14898.309398771144,False
12332.0,13638.384795759177,14912.941582026055,False
12355.0,13659.831528781991,14929.676460016459,False
12046.0,13682.70743870308,14947.840514905138,False
12982.0,13707.64663747732,14968.067858646968,False
15487.0,13734.965304295454,14990.67467043269,False
15425.0,13768.950235798311,15019.947746903139,False
15386.0,13795.029918523858,15041.315574596276,False
15323.0,13823.106280528988,15064.680081568995,False
15260.0,13853.409718639783,15090.27166464738,False
15222.0,13885.674557745051,15117.824648720238,False
15178.0,13920.188179981058,15147.626415923836,False
15120.0,13957.069132153938,15179.795513064306,False
15005.0,13996.225540998701,15214.240066876659,False
11765.0,14031.268250123974,15244.570920969521,False
11703.0,14066.615737299871,15275.20655311301,False
11901.0,14115.135392177976,15319.014352958704,False
15450.0,14166.345689906771,15365.51279565509,False
15376.0,14237.503336739406,15431.958587455314,False
15351.0,14288.914846822441,15478.65824250594,False
15341.0,14343.050166179615,15528.081706830704,False
15327.0,14400.39257323585,15580.712258854528,False
15297.0,14470.767112631525,15646.374943217794,False
15275.0,14532.68427522156,15703.580250775418,False
15263.0,14596.282348621127,15762.466469142577,False
15257.0,14661.90248150819,15823.37474699723,False
15233.0,14730.390615758497,15887.151026215126,False
15196.0,14801.976052942984,15954.024608367203,False
15177.0,14908.556436224013,16055.893136615823,False
15164.0,15004.426604794256,16147.051450153656,False
15137.0,15097.59829477877,16235.51128510576,False
15087.0,15189.869958838372,16323.07109413295,False
15031.0,15279.78307247982,16408.27235274199,False
14909.0,15330.864331091112,16454.641756320874,False
14881.0,15379.860739469808,16498.926309667157,False
15619.0,15424.571918354677,16538.92563351962,False
15604.0,15462.875708927908,16572.517569060437,False
15592.0,15492.961188349625,16597.891193449745,False
15559.0,15518.784351248438,16619.00250131615,False
15541.0,15537.915677002371,16633.42197203767,False
15531.0,15553.114046353869,16643.90848635676,False
15506.0,15562.597517031028,16648.680102001512,False
15483.0,15565.964879009945,16647.335608948015,False
15444.0,15564.899772499295,16641.558647404956,False
15451.0,15559.991928316818,16631.93894819007,False
15441.0,15547.399925427213,16614.635090268057,False
15439.0,15532.577659705497,16595.10096951393,False
15417.0,15513.85884316365,16571.670297939672,False
15400.0,15491.752119869965,16544.851719613576,False
15375.0,15461.271101865255,16509.658846576458,False
15361.0,15426.657435644272,16470.333325323067,False
15347.0,15386.769673081615,16425.733707727995,False
15304.0,15343.32013201101,16377.572311624981,False
15287.0,15294.823419232942,16324.363743814503,False
15238.0,15235.751047918147,16260.5795174673,False
15177.0,15185.764761910914,16205.881376427657,False
14838.0,15170.000037865693,16185.404797350026,False
15472.0,15153.481481155657,16164.17438560758,False
15459.0,15120.494720343657,16126.47576976317,False
15425.0,15082.765557136085,16084.034751523188,False
15383.0,15042.518341152352,16039.075680507045,False
15322.0,15001.395159902198,15993.240644224481,False
15253.0,14960.804840676106,15947.938469965979,False
15158.0,14920.707106630858,15903.128880888322,False
15479.0,14880.024622848507,15857.73454207356,False
15432.0,14789.897314001131,15762.895378193774,False
15392.0,14695.659937836343,15663.946146996575,False
15362.0,14600.988272611581,15564.562626739404,False
14106.0,14558.69920098598,15517.561700081395,False
15517.0,14517.168654727473,15471.319298790477,False
15488.0,14477.384533596922,15426.823322627515,False
15419.0,14439.533610640552,15384.260544638737,False
14658.0,14403.69874948454,15343.713828450314,False
15333.0,14369.470540255854,15304.773764189218,False
15351.0,14336.958042404136,15267.54941130509,False
15325.0,14306.493226019586,15232.37273988813,False
15236.0,14278.083862753165,15199.2515215893,False
15116.0,14251.362395460807,15167.818199264531,False
12714.0,14225.933256430404,15137.677205201719,False
13253.0,14202.16141322667,15109.193506965574,False
13325.0,14180.348931978551,15082.669170685045,False
13257.0,14160.086874704868,15057.695258378953,False
13188.0,14140.902851448169,15033.799380089844,False
13150.0,14122.601446550401,15010.786120159666,False
13216.0,14104.21049289193,14987.683311468787,False
13316.0,14086.980926245953,14965.741889790399,False
13470.0,14083.010620477511,14957.059728989547,False
13499.0,14081.286117930165,14950.62337140979,False
13486.0,14082.162016199607,14946.787414646822,False
13519.0,14084.936982045705,14944.850525460512,False
13502.0,14089.93729664027,14945.138985022666,False
13544.0,14097.413141312112,14947.902974662098,False
13536.0,14107.304635315882,14953.082613633458,False
13511.0,14119.020827323433,14960.086950608598,False
13517.0,14132.620663035153,14968.97493128791,False
13515.0,14149.844834966912,14981.487248187259,False
13487.0,14173.451361638992,15000.381919826928,False
13487.0,14195.825534007683,15018.044237163209,False
13497.0,14218.0529450983,15035.559793221417,False
13487.0,14239.51941019141,15052.314403282116,False
13473.0,14262.910459976,15070.993598034296,False
13492.0,14287.021104050107,15090.392387075994,False
13481.0,14311.806486471842,15110.46591446532,False
13503.0,14337.56553907613,15131.513112037197,False
13552.0,14358.94883177433,15148.184549702988,False
13554.0,14385.0980573765,15169.621920272746,False
13606.0,14413.129464400688,15192.941472264525,False
13569.0,14431.066714436372,15206.1668672678,False
14663.0,14459.491778301977,15229.880076100995,False
15012.0,14490.847902263884,15256.524345030492,False
15234.0,14527.503808631216,15288.468396365413,False
15384.0,14559.71507344701,15315.9678061488,False
15439.0,14594.222718386256,15345.763596055634,False
15482.0,14629.54170562478,15376.370728261749,False
15536.0,14656.633246817733,15398.750414422291,False
15590.0,14691.123309416218,15428.528621988367,False
15605.0,14727.769151670342,15460.46260921008,False
15634.0,14766.544618537411,15494.52622104474,False
15641.0,14807.495908812067,15530.765656286985,False
15671.0,14831.329692190402,15549.88758463291,False
15680.0,14877.84117634852,15591.68721375862,False
15690.0,14926.547974212766,15635.682156590456,False
15689.0,14977.402523745382,15681.824851090661,False
15697.0,15016.030037953105,15715.740510265974,False
15703.0,15064.121986953825,15759.120604234286,False
15694.0,15115.408777768818,15805.695540016868,False
15688.0,15169.358486331905,15854.933393547544,False
15686.0,15224.972263243566,15905.835315426795,False
15694.0,15277.207111000178,15953.358308150999,False
15692.0,15294.475279564604,15965.914621683014,False
15672.0,15318.721146869777,15985.448633955777,False
15661.0,15343.610925167994,16005.626557221583,False
15653.0,15366.59332826267,16023.89710528385,False
15645.0,15387.975554834837,16040.567476823608,False
15625.0,15409.143621156029,16057.02368811239,False
15604.0,15424.481781185623,16067.649993109573,False
15566.0,15440.157122506158,16078.613479397698,False
15549.0,15457.098051550518,16090.84255340965,False
15507.0,15473.719422425469,16102.75206925219,True
15486.0,15489.52523601653,16113.846027810841,True
15453.0,15504.99711330135,16124.60605006325,True
15406.0,15519.409415696635,16134.306497426127,True
15341.0,15533.453301638621,16143.638528335703,True
15311.0,15546.653969278204,16152.127340942876,True
15254.0,15593.066641613386,16193.828158245648,True
15115.0,15632.35253233838,16228.402193938231,True
14749.0,15665.169913105576,16256.507719673018,True
14893.0,15692.795411577748,16279.42136311278,True
14954.0,15715.804412477833,16297.718508980455,True
15069.0,15734.256260575268,16311.45850204548,True
14996.0,15745.373563567699,16317.863950005501,True
15011.0,15726.583639915141,16294.362171320534,True
15030.0,15697.775096924925,16260.841773297907,True
14997.0,15664.413715155686,16222.768536496258,True
15364.0,15628.346007414038,16181.988973722202,True
15085.0,15591.461565571803,16140.392676847556,True
14963.0,15551.807057402548,16096.02631364589,True
15363.0,15510.635620841418,16050.14302205235,True
15386.0,15466.692769274716,16001.488315453238,True
15298.0,15438.578510276006,15968.66220142212,True
15009.0,15417.241987303321,15942.613823417025,True
15368.0,15400.30096795867,15920.960949039963,True
15262.0,15385.039816600822,15900.987942649705,True
15235.0,15371.93095522925,15883.167226245723,True
15809.0,15360.454778485358,15866.979194469423,True
15785.0,15351.896038145309,15853.708599096963,True
15756.0,15345.536002141707,15842.63670806095,True
15728.0,15340.654071230168,15833.042922117003,True
15700.0,15332.0267317972,15819.703727651624,True
15677.0,15320.729364196366,15803.69450501838,True
