filename,label,parsed_index,n_total,stable_start_idx,stable_len,auto_detected,mean,std,median,mad
G_Data01_00.csv,G0,0,1000,606,394,True,2479.055796377418,110.86243457064467,2456.8865935212066,89.85465299934731
G_Data02_01.csv,G1,1,1000,798,202,True,7389.502459013426,78.0936612123296,7366.672702851206,56.95391949107443
G_Data03_02.csv,G2,2,1000,296,704,True,9479.039540629561,681.2986258831581,9699.155536429536,508.6242281928826
G_Data05_04.csv,G4,4,1000,22,978,True,14972.079473176362,508.61561347507603,15093.639594419494,328.7191038786268
G_Data06_05.csv,G5,5,1000,465,535,True,16914.399260979473,43.01101287227462,16920.448732727662,34.71150910290817
G_Data07_06.csv,G6,6,1000,290,710,True,15414.844954656453,822.6787957357764,15543.915776295387,741.6459099972963
G_Data10_09.csv,G9,9,1000,366,634,True,15563.661901065312,732.0275198601657,15777.400284384887,327.5780468294415
G_Data12_11.csv,G11,11,1000,164,836,True,20130.784766529567,15799.866546513947,20049.031338634042,13637.761511731052
