ADC_raw,ADC_smooth,ADC_corrected,is_stable
7120.0,7074.898222884715,9813.06513948286,False
7131.0,7215.504774423321,9948.18987537262,False
7128.0,7352.263727311097,10079.467012611552,False
7086.0,7485.238450458662,10206.959920110272,False
7077.0,7614.4923127766315,10330.731966779396,False
7090.0,7740.088683175622,10450.846521529542,False
7074.0,7862.09093056625,10567.366953271325,False
7078.0,7980.562423859134,10680.356630915363,False
7120.0,8095.566531964887,10789.878923372271,False
7131.0,8207.16662379413,10895.99719955267,False
9444.0,8315.426068257475,10998.77482836717,False
9484.0,8420.408234265542,11098.275178726391,False
9506.0,8522.176490728947,11194.561619540951,False
9534.0,8620.794206558305,11287.697519721463,False
9557.0,8716.324750664233,11377.746248178546,False
9566.0,8808.83149195735,11464.771173822819,False
9582.0,8898.377799348269,11548.835665564893,False
9593.0,8985.02704174761,11630.003092315388,False
9604.0,9068.842588065987,11708.33682298492,False
9612.0,9149.887807214018,11783.900226484106,False
9623.0,9228.22606810232,11856.756671723562,False
9640.0,9303.920739641508,11926.969527613906,False
9649.0,9377.0351907422,11994.602163065752,False
9653.0,9447.63279031501,12059.717946989718,False
9670.0,9515.77690727056,12122.380248296422,False
9682.0,9581.530910519461,12182.652435896478,False
9700.0,9644.95816897233,12240.597878700502,False
9710.0,9706.122051539787,12296.279945619115,False
9723.0,9765.085927132448,12349.76200556293,False
9737.0,9821.913164660928,12401.107427442565,False
9750.0,9876.667133035844,12450.379580168636,False
9729.0,9929.411201167812,12497.641832651758,False
9726.0,9980.20873796745,12542.957553802551,False
9783.0,10029.123112345373,12586.39011253163,False
9816.0,10076.2176932122,12628.002877749612,False
9842.0,10121.555849478545,12667.859218367112,False
9871.0,10165.200950055027,12706.022503294747,False
9884.0,10207.21636385226,12742.556101443135,False
9919.0,10247.665459780863,12777.523381722893,False
9950.0,10286.61160675145,12810.987713044637,False
9983.0,10324.11817367464,12843.012464318981,False
10032.0,10360.248529461049,12873.661004456544,False
10069.0,10395.066043021292,12902.996702367942,False
10128.0,10428.634083265988,12931.082926963792,False
10189.0,10461.016019105751,12957.98304715471,False
10242.0,10492.275219451201,12983.760431851317,False
