ADC_Value,mV_Value
14275,2676.56
14156,2654.25
11973,2244.94
13524,2535.75
12189,2285.44
13881,2602.69
14164,2655.75
14065,2637.19
13416,2515.50
13065,2449.69
10298,1930.88
11444,2145.75
12944,2427.00
12802,2400.38
11554,2166.37
11307,2120.06
11823,2216.81
12782,2396.62
11640,2182.50
13127,2461.31
13676,2564.25
13857,2598.19
11500,2156.25
11408,2139.00
8470,1588.13
11030,2068.12
12617,2365.69
9740,1826.25
9601,1800.19
10545,1977.19
14468,2712.75
15288,2866.50
9803,1838.06
13423,2516.81
12292,2304.75
14157,2654.44
13041,2445.19
13347,2502.56
12491,2342.06
11238,2107.12
6513,1221.19
9775,1832.81
6751,1265.81
11026,2067.37
10179,1908.56
10847,2033.81
12082,2265.38
11999,2249.81
12019,2253.56
13349,2502.94
11900,2231.25
12116,2271.75
3757,704.44
3404,638.25
2953,553.69
3150,590.63
3284,615.75
3322,622.88
3391,635.81
3427,642.56
3483,653.06
3512,658.50
3570,669.38
4409,826.69
15987,2997.56
13377,2508.19
3486,653.63
3399,637.31
3447,646.31
3451,647.06
3455,647.81
6556,1229.25
17357,3254.44
17046,3196.12
16840,3157.50
15901,2981.44
15877,2976.94
16390,3073.13
15136,2838.00
15063,2824.31
16094,3017.62
15347,2877.56
15318,2872.12
15311,2870.81
15231,2855.81
15607,2926.31
15759,2954.81
15186,2847.37
15433,2893.69
15703,2944.31
15831,2968.31
15904,2982.00
15948,2990.25
15981,2996.44
15990,2998.12
16009,3001.69
16020,3003.75
16021,3003.94
16034,3006.37
16005,3000.94
15997,2999.44
15999,2999.81
15997,2999.44
15985,2997.19
15955,2991.56
15942,2989.12
15857,2973.19
15833,2968.69
15365,2880.94
15136,2838.00
15053,2822.44
15064,2824.50
14875,2789.06
15173,2844.94
15034,2818.87
14811,2777.06
15411,2889.56
15397,2886.94
15311,2870.81
15096,2830.50
15049,2821.69
15359,2879.81
15447,2896.31
15401,2887.69
15266,2862.37
15416,2890.50
15503,2906.81
15433,2893.69
15637,2931.94
15577,2920.69
15221,2853.94
15438,2894.62
15431,2893.31
15614,2927.62
15550,2915.62
14332,2687.25
13527,2536.31
13846,2596.13
13989,2622.94
14101,2643.94
13478,2527.12
14160,2655.00
14171,2657.06
13549,2540.44
13953,2616.19
13234,2481.37
14853,2784.94
14623,2741.81
14486,2716.12
13383,2509.31
13663,2561.81
15713,2946.19
14669,2750.44
14517,2721.94
14193,2661.19
14995,2811.56
13570,2544.37
14419,2703.56
14131,2649.56
14053,2634.94
14498,2718.37
14501,2718.94
14924,2798.25
14348,2690.25
14457,2710.69
13388,2510.25
14353,2691.19
13709,2570.44
14521,2722.69
14531,2724.56
14842,2782.87
14748,2765.25
14815,2777.81
14863,2786.81
14725,2760.94
13780,2583.75
15360,2880.00
15408,2889.00
13754,2578.87
12385,2322.19
13359,2504.81
14023,2629.31
12665,2374.69
12882,2415.37
14410,2701.87
11572,2169.75
12127,2273.81
13775,2582.81
13980,2621.25
14515,2721.56
15110,2833.12
15222,2854.12
14931,2799.56
15004,2813.25
15543,2914.31
15244,2858.25
14276,2676.75
11987,2247.56
11509,2157.94
16205,3038.44
16145,3027.19
16028,3005.25
15546,2914.87
15345,2877.19
13171,2469.56
15627,2930.06
16616,3115.50
16714,3133.88
16777,3145.69
16769,3144.19
16774,3145.12
16778,3145.87
16781,3146.44
16773,3144.94
16754,3141.37
16739,3138.56
16701,3131.44
16643,3120.56
16604,3113.25
16555,3104.06
16532,3099.75
16512,3096.00
16475,3089.06
16454,3085.12
16466,3087.37
16489,3091.69
16471,3088.31
16484,3090.75
16501,3093.94
16488,3091.50
16508,3095.25
16509,3095.44
16503,3094.31
16483,3090.56
16418,3078.37
16408,3076.50
16386,3072.37
15688,2941.50
15745,2952.19
15631,2930.81
16345,3064.69
16373,3069.94
16356,3066.75
16276,3051.75
16258,3048.38
16277,3051.94
16184,3034.50
16153,3028.69
16152,3028.50
16204,3038.25
16219,3041.06
16249,3046.69
16243,3045.56
16263,3049.31
16261,3048.94
16257,3048.19
16241,3045.19
16231,3043.31
16236,3044.25
16237,3044.44
16233,3043.69
16190,3035.62
16113,3021.19
15085,2828.44
16247,3046.31
16182,3034.12
15925,2985.94
16135,3025.31
16094,3017.62
16155,3029.06
16157,3029.44
16152,3028.50
15871,2975.81
15846,2971.13
15706,2944.87
15598,2924.62
15240,2857.50
14872,2788.50
14491,2717.06
14640,2745.00
14690,2754.37
14663,2749.31
15878,2977.12
15493,2904.94
15677,2939.44
14186,2659.87
14740,2763.75
14040,2632.50
14011,2627.06
13786,2584.87
14301,2681.44
14775,2770.31
14735,2762.81
14763,2768.06
14229,2667.94
14504,2719.50
14880,2790.00
14432,2706.00
13992,2623.50
14683,2753.06
14768,2769.00
14086,2641.12
14875,2789.06
14698,2755.87
14287,2678.81
14638,2744.62
14864,2787.00
14711,2758.31
15636,2931.75
14518,2722.12
15052,2822.25
16011,3002.06
16164,3030.75
16064,3012.00
16065,3012.19
14876,2789.25
14891,2792.06
14689,2754.19
14765,2768.44
14828,2780.25
14811,2777.06
14886,2791.12
14918,2797.12
14814,2777.62
14951,2803.31
14754,2766.37
14878,2789.62
14896,2793.00
14708,2757.75
15004,2813.25
14996,2811.75
15003,2813.06
14949,2802.94
14700,2756.25
14781,2771.44
14981,2808.94
14457,2710.69
14841,2782.69
15039,2819.81
14691,2754.56
14697,2755.69
14822,2779.12
14794,2773.87
14850,2784.37
14660,2748.75
14837,2781.94
14835,2781.56
14816,2778.00
14626,2742.38
14685,2753.44
14603,2738.06
14702,2756.62
14812,2777.25
14943,2801.81
14694,2755.12
14608,2739.00
14349,2690.44
14979,2808.56
14971,2807.06
14697,2755.69
14803,2775.56
14765,2768.44
14759,2767.31
14610,2739.37
15044,2820.75
14823,2779.31
14637,2744.44
14562,2730.37
14434,2706.37
14393,2698.69
14904,2794.50
14638,2744.62
15026,2817.37
15427,2892.56
15184,2847.00
14913,2796.19
15059,2823.56
14723,2760.56
14534,2725.12
12872,2413.50
15074,2826.37
15135,2837.81
14942,2801.62
14859,2786.06
14797,2774.44
14444,2708.25
14615,2740.31
14508,2720.25
14178,2658.37
14736,2763.00
14783,2771.81
14391,2698.31
14435,2706.56
14290,2679.37
14423,2704.31
14273,2676.19
14784,2772.00
14810,2776.87
14548,2727.75
14745,2764.69
14835,2781.56
14575,2732.81
14363,2693.06
14489,2716.69
14592,2736.00
14772,2769.75
14935,2800.31
14966,2806.12
14776,2770.50
14727,2761.31
14687,2753.81
14816,2778.00
14768,2769.00
14593,2736.19
14499,2718.56
14663,2749.31
14710,2758.12
14877,2789.44
15097,2830.69
14935,2800.31
14517,2721.94
14598,2737.12
14325,2685.94
15184,2847.00
15215,2852.81
15265,2862.19
15309,2870.44
15427,2892.56
15380,2883.75
15480,2902.50
15361,2880.19
15412,2889.75
15386,2884.87
15402,2887.87
15238,2857.12
15374,2882.62
15372,2882.25
15284,2865.75
15290,2866.87
15215,2852.81
15236,2856.75
15131,2837.06
15225,2854.69
15289,2866.69
15186,2847.37
15291,2867.06
15165,2843.44
15061,2823.94
14331,2687.06
13522,2535.37
15302,2869.13
15484,2903.25
15650,2934.37
15556,2916.75
15830,2968.12
15574,2920.12
15652,2934.75
15551,2915.81
15355,2879.06
15319,2872.31
15351,2878.31
15375,2882.81
15073,2826.19
15002,2812.87
14872,2788.50
15074,2826.37
15164,2843.25
15360,2880.00
15266,2862.37
15051,2822.06
14991,2810.81
14732,2762.25
14805,2775.94
14661,2748.94
13992,2623.50
13880,2602.50
13843,2595.56
14172,2657.25
14277,2676.94
14636,2744.25
14554,2728.87
14060,2636.25
15126,2836.13
14794,2773.87
14807,2776.31
14620,2741.25
14517,2721.94
13878,2602.12
14886,2791.12
14572,2732.25
14691,2754.56
14678,2752.12
14764,2768.25
14916,2796.75
15336,2875.50
15093,2829.94
15292,2867.25
15034,2818.87
14975,2807.81
14850,2784.37
14274,2676.37
14524,2723.25
14213,2664.94
13230,2480.62
15095,2830.31
15146,2839.87
13321,2497.69
13431,2518.31
15005,2813.44
14825,2779.69
13834,2593.87
13369,2506.69
13582,2546.63
16300,3056.25
16456,3085.50
16396,3074.25
16436,3081.75
16398,3074.62
16381,3071.44
16326,3061.12
14234,2668.87
16051,3009.56
15911,2983.31
15803,2963.06
15559,2917.31
15430,2893.12
14945,2802.19
15106,2832.37
14565,2730.94
15276,2864.25
13889,2604.19
13938,2613.37
15615,2927.81
15204,2850.75
13289,2491.69
13172,2469.75
14635,2744.06
16263,3049.31
15817,2965.69
15794,2961.37
15996,2999.25
16051,3009.56
15754,2953.87
16020,3003.75
15991,2998.31
16060,3011.25
16196,3036.75
15997,2999.44
15859,2973.56
15157,2841.94
15181,2846.44
15147,2840.06
14888,2791.50
14714,2758.88
14876,2789.25
14726,2761.12
15540,2913.75
14505,2719.69
14222,2666.62
14857,2785.69
14465,2712.19
14946,2802.37
14728,2761.50
14452,2709.75
15021,2816.44
15415,2890.31
15061,2823.94
15052,2822.25
14213,2664.94
14671,2750.81
14425,2704.69
13666,2562.37
14154,2653.87
15346,2877.38
14948,2802.75
15467,2900.06
15603,2925.56
15703,2944.31
15569,2919.19
15510,2908.12
15412,2889.75
15450,2896.88
15655,2935.31
15216,2853.00
15733,2949.94
15818,2965.87
15261,2861.44
15673,2938.69
15594,2923.87
15614,2927.62
15636,2931.75
15264,2862.00
15201,2850.19
15329,2874.19
15449,2896.69
15270,2863.12
15226,2854.87
15229,2855.44
14974,2807.62
